,Loyalty Number,Country,Province,City,Postal Code,Education,Salary,Marital Status,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Gender_Female,Gender_Male,Loyalty Card_Aurora,Loyalty Card_Nova,Loyalty Card_Star
6632,844222,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,80516.0,Married,5389.5,Standard,2017,2,2017.0,10.0,48420,156,9,9862,9862.0,530,95,False,True,False,True,False
6633,338803,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,83645.0,Married,5390.27,Standard,2018,6,,,48420,156,15,21734,21734.0,0,0,True,False,False,True,False
6634,136089,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,47595.0,Married,5391.08,Standard,2014,10,,,48420,156,29,39230,39230.0,1001,180,True,False,False,True,False
6635,246117,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,87109.0,Single,5392.44,Standard,2018,8,,,48420,156,9,12983,12983.0,0,0,True,False,False,True,False
6636,179585,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,90849.0,Married,5392.5,Standard,2015,11,,,48420,156,44,60036,60036.0,1634,294,True,False,False,True,False
6637,255994,Canada,Newfoundland,St. John's,A1C 6H9,High School or Below,83303.0,Married,2661.73,2018 Promotion,2018,2,2018.0,10.0,22198,77,52,77352,116028.0,1247,225,False,True,False,False,True
6638,289116,Canada,Newfoundland,St. John's,A1C 6H9,College,,Single,3383.45,2018 Promotion,2018,2,,,22198,77,38,59027,88540.5,0,0,False,True,False,False,True
6639,708458,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,75781.0,Single,4571.61,2018 Promotion,2018,2,,,22198,77,36,42290,63435.0,740,133,False,True,False,False,True
6640,777418,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,77304.0,Married,5396.31,Standard,2017,12,2018.0,8.0,48420,156,21,27743,27743.0,598,108,True,False,False,True,False
6641,876083,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,85892.0,Divorced,5398.1,Standard,2015,1,,,48420,156,38,46528,46528.0,1763,317,True,False,False,True,False
6642,982895,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,83997.0,Married,5399.58,Standard,2014,9,2014.0,12.0,48420,156,0,0,0.0,0,0,True,False,False,True,False
6643,210442,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,48410.0,Married,5762.47,2018 Promotion,2018,3,2018.0,11.0,22198,77,26,34300,51450.0,0,0,True,False,False,False,True
6644,334574,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,51978.0,Married,5403.55,Standard,2012,9,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6645,457947,Canada,Quebec,Tremblant,H5Y 2S9,Doctor,205898.0,Married,5407.75,Standard,2018,7,,,48420,156,10,16039,16039.0,742,134,True,False,False,True,False
6646,969653,Canada,New Brunswick,Fredericton,E3B 2H2,Doctor,205898.0,Married,5407.75,Standard,2013,2,2018.0,1.0,48420,156,21,25149,25149.0,0,0,False,True,False,True,False
6647,407478,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,46887.0,Single,5408.89,Standard,2013,1,2017.0,4.0,48420,156,8,12095,12095.0,0,0,True,False,False,True,False
6648,787322,Canada,Quebec,Montreal,H2T 2J6,College,,Single,5409.96,Standard,2018,11,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6649,702677,Canada,Alberta,Calgary,T3E 2V9,College,,Single,5411.95,Standard,2016,9,,,48420,156,36,57611,57611.0,2136,385,False,True,False,True,False
6650,432215,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,73947.0,Married,5414.9,Standard,2012,10,,,48420,156,35,47346,47346.0,1748,315,True,False,False,True,False
6651,330515,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,70872.0,Married,5416.41,Standard,2013,2,,,48420,156,31,46332,46332.0,1541,278,False,True,False,True,False
6652,664759,Canada,Ontario,Kingston,M9K 2P4,Bachelor,72078.0,Single,5417.74,Standard,2017,10,,,48420,156,15,25362,25362.0,496,89,True,False,False,True,False
6653,693238,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,74046.0,Divorced,5418.15,Standard,2014,4,,,48420,156,31,43185,43185.0,1135,204,False,True,False,True,False
6654,233991,Canada,Ontario,Kingston,M9K 2P4,Bachelor,63411.0,Married,5418.46,Standard,2012,7,,,48420,156,22,32261,32261.0,877,158,True,False,False,True,False
6655,142950,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,85717.0,Married,5419.46,Standard,2012,10,,,48420,156,37,51803,51803.0,1090,196,False,True,False,True,False
6656,579283,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,85717.0,Married,5419.46,Standard,2017,11,,,48420,156,14,24778,24778.0,1039,187,False,True,False,True,False
6657,981201,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,50770.0,Divorced,5421.52,Standard,2016,1,,,48420,156,38,69301,69301.0,1344,242,True,False,False,True,False
6658,874937,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,94119.0,Married,5423.14,Standard,2018,11,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6659,650957,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,81237.0,Married,5424.26,Standard,2014,6,2015.0,2.0,48420,156,0,0,0.0,0,0,True,False,False,True,False
6660,448147,Canada,Alberta,Edmonton,T9G 1W3,College,,Married,5426.14,Standard,2014,5,,,48420,156,27,36482,36482.0,724,130,False,True,False,True,False
6661,194200,Canada,Quebec,Montreal,H2T 2J6,Bachelor,86467.0,Married,5427.48,Standard,2015,3,,,48420,156,25,37817,37817.0,2372,427,True,False,False,True,False
6662,652741,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,64859.0,Married,6143.9,2018 Promotion,2018,2,,,22198,77,42,43180,64770.0,0,0,True,False,False,False,True
6663,776736,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,53587.0,Married,5433.21,Standard,2016,10,,,48420,156,36,56758,56758.0,0,0,False,True,False,True,False
6664,741700,Canada,Alberta,Edmonton,T9G 1W3,College,,Single,5435.77,Standard,2012,9,,,48420,156,20,34253,34253.0,1083,195,True,False,False,True,False
6665,380526,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,48985.0,Married,5437.91,Standard,2015,5,,,48420,156,39,59089,59089.0,1837,331,False,True,False,True,False
6666,893909,Canada,Ontario,Toronto,P2T 6G3,Bachelor,70485.0,Married,5438.7,Standard,2018,6,,,48420,156,31,48684,48684.0,570,103,False,True,False,True,False
6667,394167,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,5439.34,Standard,2014,8,,,48420,156,36,51731,51731.0,1583,285,False,True,False,True,False
6668,340467,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,82534.0,Single,5439.36,Standard,2013,1,,,48420,156,37,67381,67381.0,505,91,True,False,False,True,False
6669,374440,Canada,Ontario,Toronto,M2M 7K8,Bachelor,76943.0,Married,5439.8,Standard,2015,3,,,48420,156,45,60760,60760.0,990,178,True,False,False,True,False
6670,787651,Canada,Alberta,Peace River,T9O 2W2,Bachelor,76943.0,Married,5439.8,Standard,2018,11,,,48420,156,0,0,0.0,0,0,False,True,False,True,False
6671,828959,Canada,Ontario,Toronto,M2M 7K8,Bachelor,94619.0,Married,5441.42,Standard,2015,6,,,48420,156,31,41867,41867.0,577,104,True,False,False,True,False
6672,526765,Canada,Ontario,Trenton,K8V 4B2,Bachelor,62237.0,Married,5443.76,Standard,2017,3,,,48420,156,49,73082,73082.0,374,67,True,False,False,True,False
6673,874161,Canada,British Columbia,Vancouver,V6E 3Z3,High School or Below,79939.0,Single,4605.04,2018 Promotion,2018,3,,,22198,77,72,102799,154198.5,1990,359,False,True,False,False,True
6674,729762,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,83860.0,Married,5059.99,2018 Promotion,2018,3,,,22198,77,32,47046,70569.0,442,80,True,False,True,False,False
6675,545567,Canada,Manitoba,Winnipeg,R2C 0M5,High School or Below,60802.0,Divorced,5445.37,Standard,2016,5,,,48420,156,48,63611,63611.0,1051,189,False,True,False,True,False
6676,289516,Canada,New Brunswick,Fredericton,E3B 2H2,Bachelor,72506.0,Single,5447.84,Standard,2012,11,,,48420,156,31,41939,41939.0,351,63,True,False,False,True,False
6677,772532,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,70872.0,Married,5416.41,2018 Promotion,2018,2,,,22198,77,67,105832,158748.0,777,140,False,True,True,False,False
6678,686555,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,87804.0,Married,5450.57,Standard,2013,4,,,48420,156,41,59704,59704.0,757,136,False,True,False,True,False
6679,491948,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,96716.0,Married,5452.17,Standard,2017,10,,,48420,156,24,35629,35629.0,562,101,False,True,False,True,False
6680,914316,Canada,Quebec,Montreal,H2Y 2W2,Doctor,144697.0,Married,5452.63,Standard,2014,12,,,48420,156,52,74669,74669.0,1293,232,True,False,False,True,False
6681,453135,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,56653.0,Single,5453.71,Standard,2013,9,2018.0,12.0,48420,156,49,80922,80922.0,1641,295,False,True,False,True,False
6682,639626,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,82740.0,Married,5453.71,Standard,2018,6,,,48420,156,12,18213,18213.0,348,63,False,True,False,True,False
6683,800357,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,54485.0,Married,5453.86,Standard,2014,10,,,48420,156,48,70415,70415.0,1476,266,False,True,False,True,False
6684,901758,Canada,Ontario,Toronto,M2M 7K8,College,,Divorced,5454.89,Standard,2015,7,,,48420,156,42,61782,61782.0,1461,263,False,True,False,True,False
6685,362855,Canada,Ontario,Toronto,M1R 4K3,Bachelor,101226.0,Married,5457.34,Standard,2016,10,,,48420,156,40,58819,58819.0,571,103,False,True,False,True,False
6686,517729,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,65131.0,Married,5460.32,Standard,2017,3,,,48420,156,24,37008,37008.0,769,139,True,False,False,True,False
6687,588657,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,65131.0,Married,5460.32,Standard,2015,2,,,48420,156,37,56150,56150.0,1505,270,True,False,False,True,False
6688,275849,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,54979.0,Married,5460.37,Standard,2012,5,,,48420,156,38,67952,67952.0,604,109,True,False,False,True,False
6689,760975,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64327.0,Married,5463.91,Standard,2015,7,,,48420,156,13,19837,19837.0,500,90,False,True,False,True,False
6690,908728,Canada,Ontario,Toronto,P2T 6G3,Bachelor,64327.0,Married,5463.91,Standard,2013,5,,,48420,156,43,61650,61650.0,2188,393,True,False,False,True,False
6691,332082,Canada,Ontario,Toronto,M2M 7K8,Bachelor,71730.0,Married,5465.6,Standard,2015,4,,,48420,156,40,64496,64496.0,1571,283,True,False,False,True,False
6692,738332,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,81006.0,Married,5469.54,Standard,2016,8,,,48420,156,50,76514,76514.0,0,0,False,True,False,True,False
6693,886764,Canada,Alberta,Banff,T4V 1D4,Bachelor,71792.0,Married,5470.06,Standard,2017,11,,,48420,156,24,26831,26831.0,372,67,False,True,False,True,False
6694,915439,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,71792.0,Married,5470.06,Standard,2015,6,,,48420,156,32,49247,49247.0,928,167,True,False,False,True,False
6695,993058,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,71792.0,Married,5470.06,Standard,2017,2,,,48420,156,29,39441,39441.0,1518,273,True,False,False,True,False
6696,200960,Canada,British Columbia,Victoria,V10 6T5,Bachelor,50134.0,Married,5470.18,Standard,2014,9,,,48420,156,46,69743,69743.0,1630,294,True,False,False,True,False
6697,744860,Canada,Quebec,Montreal,H2T 2J6,Bachelor,50134.0,Married,5470.18,Standard,2015,5,2018.0,1.0,48420,156,22,42151,42151.0,389,70,True,False,False,True,False
6698,656487,Canada,Alberta,Calgary,T3E 2V9,Bachelor,100596.0,Divorced,5473.16,Standard,2018,11,,,48420,156,46,72162,72162.0,0,0,False,True,False,True,False
6699,441155,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,96485.0,Married,5475.34,Standard,2014,5,,,48420,156,26,29457,29457.0,1742,314,True,False,False,True,False
6700,680581,Canada,Ontario,Trenton,K8V 4B2,Bachelor,70117.0,Married,5476.53,Standard,2012,6,,,48420,156,39,64107,64107.0,328,59,True,False,False,True,False
6701,114219,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,72888.0,Married,5479.56,Standard,2012,7,,,48420,156,35,49604,49604.0,914,164,True,False,False,True,False
6702,606712,Canada,Ontario,Ottawa,K1G 4Z0,Bachelor,72888.0,Married,5479.56,Standard,2014,10,2018.0,4.0,48420,156,26,33126,33126.0,610,110,True,False,False,True,False
6703,793125,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,72888.0,Married,5479.56,Standard,2017,9,,,48420,156,30,40660,40660.0,1294,233,True,False,False,True,False
6704,997008,Canada,Ontario,Toronto,M2P 4F6,Bachelor,72888.0,Married,5479.56,Standard,2012,10,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6705,132337,Canada,Ontario,Toronto,M2P 4F6,Bachelor,74825.0,Single,5480.1,Standard,2014,1,,,48420,156,30,42528,42528.0,0,0,True,False,False,True,False
6706,280796,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,66259.0,Divorced,5480.7,Standard,2014,5,,,48420,156,45,66917,66917.0,1498,269,False,True,False,True,False
6707,564909,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,83711.0,Married,5481.5,Standard,2015,9,,,48420,156,37,58860,58860.0,1439,259,True,False,False,True,False
6708,210770,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,89953.0,Married,5482.55,Standard,2015,11,,,48420,156,32,53633,53633.0,0,0,True,False,False,True,False
6709,741842,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,66746.0,Married,5484.59,Standard,2012,7,,,48420,156,34,44146,44146.0,1985,357,False,True,False,True,False
6710,928188,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,68114.0,Married,5490.78,Standard,2012,10,,,48420,156,0,0,0.0,0,0,False,True,False,True,False
6711,674923,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,86255.0,Divorced,5492.39,Standard,2018,5,,,48420,156,36,45653,45653.0,0,0,True,False,False,True,False
6712,336143,Canada,Ontario,Sudbury,M5V 1G5,Bachelor,50613.0,Divorced,5495.18,Standard,2013,2,,,48420,156,42,64854,64854.0,401,72,True,False,False,True,False
6713,801176,Canada,British Columbia,Victoria,V10 6T5,Bachelor,52489.0,Married,5497.66,Standard,2015,3,,,48420,156,44,68962,68962.0,1041,188,True,False,False,True,False
6714,379281,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,76300.0,Married,5498.75,Standard,2017,8,,,48420,156,16,26233,26233.0,0,0,True,False,False,True,False
6715,104739,Canada,Quebec,Montreal,H2T 9K8,High School or Below,65565.0,Married,5498.94,Standard,2013,11,2014.0,7.0,48420,156,0,0,0.0,0,0,True,False,False,True,False
6716,682707,Canada,British Columbia,Whistler,V6T 1Y8,High School or Below,65565.0,Married,5498.94,Standard,2017,4,,,48420,156,26,50414,50414.0,366,66,True,False,False,True,False
6717,924634,Canada,British Columbia,Dawson Creek,U5I 4F1,High School or Below,65565.0,Married,5498.94,Standard,2016,2,,,48420,156,37,54222,54222.0,1672,302,False,True,False,True,False
6718,750955,Canada,Ontario,Toronto,M1R 4K3,Bachelor,96863.0,Married,5499.45,Standard,2014,4,,,48420,156,27,29664,29664.0,0,0,False,True,False,True,False
6719,811140,Canada,Alberta,Banff,T4V 1D4,Bachelor,96863.0,Married,5499.45,Standard,2018,9,,,48420,156,5,5072,5072.0,0,0,False,True,False,True,False
6720,285909,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,57499.0,Married,5671.93,2018 Promotion,2018,3,,,22198,77,60,88128,132192.0,1227,221,True,False,True,False,False
6721,565841,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,57738.0,Married,5874.82,2018 Promotion,2018,3,,,22198,77,28,35702,53553.0,362,65,False,True,True,False,False
6722,870203,Canada,Quebec,Quebec City,G1B 3L5,College,,Married,5502.73,Standard,2016,12,,,48420,156,34,39516,39516.0,2956,532,True,False,False,True,False
6723,967035,Canada,Saskatchewan,Regina,S1J 3C5,Bachelor,88134.0,Married,5503.44,Standard,2013,6,,,48420,156,53,82371,82371.0,1381,248,True,False,False,True,False
6724,359446,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,5504.14,Standard,2014,7,,,48420,156,36,56788,56788.0,393,71,False,True,False,True,False
6725,576871,Canada,Ontario,Toronto,P5S 6R4,College,,Married,5504.14,Standard,2016,11,,,48420,156,28,41796,41796.0,1391,250,False,True,False,True,False
6726,821010,Canada,Ontario,Toronto,M2M 7K8,Bachelor,94934.0,Married,5505.06,Standard,2014,2,,,48420,156,51,90255,90255.0,943,170,False,True,False,True,False
6727,966949,Canada,Alberta,Edmonton,T9G 1W3,Bachelor,94934.0,Married,5505.06,Standard,2013,8,2014.0,4.0,48420,156,0,0,0.0,0,0,False,True,False,True,False
6728,720465,Canada,Quebec,Quebec City,G1B 3L5,Master,88120.0,Married,5505.17,Standard,2013,1,,,48420,156,26,44976,44976.0,539,97,True,False,False,True,False
6729,122946,Canada,Ontario,Kingston,M9K 2P4,Bachelor,101984.0,Married,5505.69,Standard,2017,1,,,48420,156,28,36462,36462.0,0,0,False,True,False,True,False
6730,474752,Canada,Ontario,Toronto,P1J 8T7,College,,Married,5507.06,Standard,2014,10,,,48420,156,37,54819,54819.0,1392,251,False,True,False,True,False
6731,888297,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,86759.0,Single,5507.16,Standard,2014,10,,,48420,156,25,40879,40879.0,648,117,True,False,False,True,False
6732,286989,Canada,Quebec,Hull,J8Y 3Z5,High School or Below,41779.0,Married,5507.24,Standard,2014,11,,,48420,156,39,55897,55897.0,0,0,True,False,False,True,False
6733,857912,Canada,British Columbia,Dawson Creek,U5I 4F1,Master,105829.0,Married,5926.73,2018 Promotion,2018,2,2018.0,10.0,22198,77,41,48805,73207.5,0,0,False,True,True,False,False
6734,363483,Canada,Ontario,Toronto,M2Z 4K1,Bachelor,102170.0,Married,5508.32,Standard,2018,12,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6735,689440,Canada,Alberta,Edmonton,T3G 6Y6,College,,Single,5510.56,Standard,2017,12,,,48420,156,21,23282,23282.0,1022,184,True,False,False,True,False
6736,154782,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,104755.0,Married,5510.97,Standard,2018,5,,,48420,156,12,16149,16149.0,1008,182,True,False,False,True,False
6737,830223,Canada,Ontario,Toronto,M2P 4F6,Bachelor,89735.0,Single,5511.49,Standard,2013,6,,,48420,156,47,59022,59022.0,415,75,False,True,False,True,False
6738,908994,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,89735.0,Single,5511.49,Standard,2015,1,2015.0,9.0,48420,156,0,0,0.0,0,0,True,False,False,True,False
6739,525188,Canada,Ontario,Kingston,M9K 2P4,Bachelor,87493.0,Divorced,5515.25,Standard,2013,12,,,48420,156,33,46502,46502.0,1466,264,False,True,False,True,False
6740,137944,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,76248.0,Married,5517.2,Standard,2018,12,,,48420,156,27,35041,35041.0,1087,195,True,False,False,True,False
6741,197578,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,76248.0,Married,5517.2,Standard,2012,9,,,48420,156,30,37855,37855.0,1708,307,True,False,False,True,False
6742,604039,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,68791.0,Divorced,5519.08,Standard,2013,1,2016.0,7.0,48420,156,0,0,0.0,0,0,False,True,False,True,False
6743,820454,Canada,Ontario,Toronto,P5S 6R4,Bachelor,68791.0,Divorced,5519.08,Standard,2014,7,,,48420,156,29,43345,43345.0,699,126,False,True,False,True,False
6744,472695,Canada,Ontario,Toronto,P1J 8T7,College,,Single,5521.54,Standard,2014,8,,,48420,156,30,34135,34135.0,0,0,True,False,False,True,False
6745,644390,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,5521.54,Standard,2012,6,,,48420,156,46,74667,74667.0,534,96,False,True,False,True,False
6746,878388,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,94551.0,Married,5522.52,Standard,2013,9,,,48420,156,41,57105,57105.0,456,82,True,False,False,True,False
6747,837526,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,66278.0,Married,5522.77,Standard,2018,1,2018.0,9.0,48420,156,13,26176,26176.0,530,95,True,False,False,True,False
6748,138908,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,83393.0,Married,5524.31,Standard,2013,10,,,48420,156,42,72323,72323.0,0,0,True,False,False,True,False
6749,841957,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,83393.0,Married,5524.31,Standard,2014,11,2015.0,2.0,48420,156,0,0,0.0,0,0,False,True,False,True,False
6750,597023,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,79336.0,Married,5525.47,Standard,2013,12,,,48420,156,38,54923,54923.0,505,91,True,False,False,True,False
6751,226847,Canada,British Columbia,Victoria,V10 6T5,Bachelor,85643.0,Married,5525.84,Standard,2012,11,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6752,199493,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Married,5527.99,Standard,2012,12,,,48420,156,0,0,0.0,0,0,True,False,False,True,False
6753,618379,Canada,Yukon,Whitehorse,Y2K 6R0,College,,Married,5528.08,Standard,2012,5,,,48420,156,50,71314,71314.0,584,105,False,True,False,True,False
6754,125059,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,58314.0,Single,5528.21,Standard,2018,9,,,48420,156,5,10614,10614.0,0,0,True,False,False,True,False
6755,254860,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,58314.0,Single,5528.21,Standard,2014,12,,,48420,156,33,42440,42440.0,0,0,False,True,False,True,False
6756,405418,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,58314.0,Single,5528.21,Standard,2014,9,,,48420,156,32,46601,46601.0,523,94,True,False,False,True,False
6757,936440,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,58314.0,Single,5528.21,Standard,2017,8,,,48420,156,19,23476,23476.0,0,0,True,False,False,True,False
6758,404233,Canada,Alberta,Edmonton,T3G 6Y6,High School or Below,51779.0,Married,5528.66,Standard,2014,10,,,48420,156,35,43845,43845.0,1560,280,False,True,False,True,False
6759,256198,Canada,Ontario,Toronto,P1W 1K4,Bachelor,68565.0,Divorced,5531.72,Standard,2018,1,,,48420,156,10,11834,11834.0,0,0,False,True,False,True,False
6760,110170,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,53189.0,Divorced,5532.46,Standard,2018,5,,,48420,156,7,11198,11198.0,523,94,False,True,False,True,False
6761,159942,Canada,Ontario,Toronto,M8Y 4K8,Bachelor,52192.0,Divorced,5532.63,Standard,2012,8,,,48420,156,10,12944,12944.0,364,66,True,False,False,True,False
6762,671639,Canada,Ontario,Toronto,P1J 8T7,Bachelor,98651.0,Married,5532.75,Standard,2017,4,,,48420,156,47,72336,72336.0,696,125,False,True,False,True,False
6763,873498,Canada,Ontario,Toronto,P1J 8T7,Bachelor,75642.0,Married,5532.86,Standard,2013,4,,,48420,156,28,40985,40985.0,1461,263,False,True,False,True,False
6764,263612,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,48913.0,Married,5533.23,Standard,2016,12,2017.0,8.0,48420,156,20,34802,34802.0,452,81,True,False,False,True,False
6765,230240,Canada,New Brunswick,Moncton,E1A 2A7,Doctor,124154.0,Divorced,5534.57,Standard,2013,2,,,48420,156,48,63396,63396.0,1503,270,True,False,False,True,False
6766,319012,Canada,Ontario,Kingston,M9K 2P4,Bachelor,91870.0,Single,5534.82,Standard,2017,7,,,48420,156,33,50274,50274.0,0,0,False,True,False,True,False
6767,205371,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,90979.0,Married,5539.35,Standard,2016,8,,,48420,156,39,59766,59766.0,1193,215,True,False,False,True,False
6768,618886,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,78925.0,Single,5543.8,Standard,2013,6,,,48420,156,38,50240,50240.0,857,154,False,True,False,True,False
6769,140674,Canada,Ontario,Toronto,P2T 6G3,Bachelor,90168.0,Married,5544.91,Standard,2014,7,,,48420,156,22,30375,30375.0,469,84,True,False,False,True,False
6770,731238,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,90168.0,Married,5544.91,Standard,2015,11,,,48420,156,34,53677,53677.0,847,152,False,True,False,True,False
6771,233768,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,81518.0,Divorced,5548.03,Standard,2015,12,,,48420,156,37,49456,49456.0,548,99,False,True,False,True,False
6772,461540,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,81518.0,Divorced,5548.03,Standard,2017,12,2018.0,8.0,48420,156,14,22672,22672.0,1106,199,False,True,False,True,False
6773,721364,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,81518.0,Divorced,5548.03,Standard,2012,12,,,48420,156,0,0,0.0,0,0,False,True,False,True,False
6774,918964,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,81518.0,Divorced,5548.03,Standard,2018,8,,,48420,156,3,5009,5009.0,544,98,True,False,False,True,False
6775,950393,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,81518.0,Divorced,5548.03,Standard,2017,7,,,48420,156,33,44195,44195.0,1719,310,True,False,False,True,False
6776,773973,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,77435.0,Married,5550.15,Standard,2016,2,,,48420,156,30,38960,38960.0,1291,232,False,True,False,True,False
6777,301784,Canada,Ontario,Toronto,P5S 6R4,Bachelor,73523.0,Married,5551.39,Standard,2014,4,,,48420,156,46,82649,82649.0,2220,399,True,False,False,True,False
6778,792898,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,58921.0,Divorced,5551.4,Standard,2016,2,,,48420,156,34,48140,48140.0,2972,535,False,True,False,True,False
6779,441442,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,57526.0,Married,5552.33,Standard,2012,6,,,48420,156,37,52964,52964.0,1426,257,False,True,False,True,False
6780,427444,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,68838.0,Divorced,5552.6,Standard,2018,1,,,48420,156,13,18642,18642.0,0,0,True,False,False,True,False
6781,223643,Canada,Newfoundland,St. John's,A1C 6H9,College,,Single,5553.36,Standard,2018,7,,,48420,156,10,9259,9259.0,1075,193,False,True,False,True,False
6782,229621,Canada,Newfoundland,St. John's,A1C 6H9,Bachelor,70678.0,Married,5554.83,Standard,2017,4,,,48420,156,39,49845,49845.0,446,80,True,False,False,True,False
6783,159751,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,69742.0,Married,5555.49,Standard,2014,5,,,48420,156,42,72158,72158.0,0,0,False,True,False,True,False
6784,618731,Canada,Ontario,Kingston,M9K 2P4,Bachelor,86067.0,Single,5555.83,Standard,2016,4,,,48420,156,37,48387,48387.0,717,129,True,False,False,True,False
6785,635162,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,86067.0,Single,5555.83,Standard,2012,4,,,48420,156,21,35662,35662.0,0,0,True,False,False,True,False
